timestamp,total_cement_produced,production_target,oee,energy_consumption,clinker_production_rate,kiln_running_hours,kiln_temperature,mill_throughput,bagging_output,downtime_kiln,downtime_crusher,downtime_mill,scheduled_maintenance,unscheduled_maintenance,mttr,mtbf,blaine_fineness,lime_saturation_factor,free_lime_content,compressive_strength_2d,compressive_strength_7d,compressive_strength_28d,dust_emissions,co2_emissions,water_usage,noise_levels,limestone_stock,clinker_stock,cement_stock,hourly_production
2025-05-02 12:02:45.378821,6405.754999999974,120.0,84.11,108.05,78.18,8.43,1210.89,51.67,372.0,0.9,0.18,0.79,0.05,0.2,1.41,81.68,3402.55,0.95,1.63,41.58,37.67,41.69,47.37,754.46,183.72,88.07,1011.28,1000.0,1089.26,3.0
2025-05-02 12:02:45.488566,6405.824999999973,120.0,86.78,87.95,65.68,7.16,1207.34,45.0,374.0,0.66,0.39,0.22,0.4,0.35,0.5,62.64,3246.96,1.07,1.35,38.96,41.59,48.22,55.04,722.8,206.2,86.53,1180.03,723.38,1028.86,2.0
2025-05-02 12:02:50.386913,6405.894999999973,120.0,95.95,99.04,50.47,7.5,1211.53,48.17,376.0,1.02,0.85,0.32,0.33,0.21,1.77,101.78,3430.4,1.02,2.5,41.51,43.86,46.1,47.3,730.81,217.39,87.32,1130.13,806.69,1282.66,2.0
2025-05-02 12:02:50.496017,6405.929999999973,120.0,83.69,121.81,67.15,7.52,1147.55,54.11,377.0,1.0,0.52,0.91,0.11,0.05,0.5,100.7,3143.83,1.02,2.9,39.32,39.85,39.94,44.36,759.03,193.77,93.11,984.63,854.4,1001.59,1.0
2025-05-02 12:02:55.396547,6405.999999999973,120.0,85.51,102.71,79.99,8.52,1180.29,63.7,379.0,0.07,0.92,0.63,0.05,0.15,1.45,77.97,3408.7,1.09,2.03,42.45,42.52,48.02,45.17,721.6,179.63,88.28,1096.06,778.4,1206.55,2.0
2025-05-02 12:02:55.502657,6406.069999999972,120.0,86.37,108.69,69.15,4.96,1243.61,61.13,381.0,0.56,0.12,0.36,0.18,0.5,2.09,98.42,3512.79,0.92,1.31,42.43,43.6,43.77,45.65,725.05,216.64,85.2,800.0,805.92,1009.32,2.0
2025-05-02 12:03:00.405351,6406.104999999972,120.0,93.02,100.4,63.27,5.5,1172.52,75.93,382.0,0.86,0.83,0.17,0.28,0.57,2.75,80.04,3463.48,1.04,1.59,39.03,42.53,44.43,42.1,697.93,191.27,88.18,1300.0,815.49,1067.6,1.0
2025-05-02 12:03:00.509706,6406.209999999972,120.0,83.69,117.84,58.11,5.45,1227.11,45.0,385.0,1.67,0.31,0.9,0.1,0.87,3.75,83.17,3393.9,1.08,1.11,35.31,46.47,48.42,39.94,718.52,194.07,90.74,800.0,943.41,1131.73,3.0
2025-05-02 12:03:05.439274,6406.314999999971,120.0,91.87,97.19,51.84,2.94,1200.47,71.92,388.0,0.23,0.73,0.45,0.05,0.05,0.94,111.61,3357.17,1.09,2.0,35.39,50.49,40.99,48.76,776.15,177.6,91.23,946.15,691.31,1140.32,3.0
2025-05-02 12:03:05.515070,6406.384999999971,120.0,92.05,111.18,69.32,5.78,1158.56,55.98,390.0,0.24,0.89,0.34,0.27,0.34,1.74,60.83,3446.44,1.09,2.77,37.01,38.14,49.72,53.2,748.18,178.28,90.61,1099.94,812.31,1323.35,2.0
2025-05-02 12:03:10.449788,6406.489999999971,120.0,95.83,102.51,78.26,2.03,1185.46,73.25,393.0,1.2,0.05,0.81,0.2,0.33,2.18,99.42,3301.72,1.05,3.05,36.0,41.09,40.79,51.72,693.54,190.94,88.88,1184.03,851.37,1260.89,3.0
2025-05-02 12:03:10.521221,6406.55999999997,120.0,88.55,90.93,71.88,3.74,1168.87,61.49,395.0,0.53,0.28,0.05,0.14,0.12,3.14,102.76,3407.75,0.9,0.97,39.66,46.3,42.74,39.03,727.8,188.53,88.93,1044.56,808.21,1162.71,2.0
2025-05-02 12:03:15.459100,6406.62999999997,120.0,94.14,103.27,78.67,4.79,1169.93,45.0,397.0,0.27,0.08,1.17,0.05,0.61,2.39,81.45,3506.23,0.85,2.87,42.17,42.29,45.45,53.3,781.44,197.43,86.47,1127.32,787.83,1058.65,2.0
2025-05-02 12:03:15.527380,6406.66499999997,120.0,88.68,103.96,76.84,5.53,1154.32,65.88,398.0,0.34,0.49,0.57,0.05,0.05,1.86,78.53,3267.1,0.92,1.3,42.76,38.74,43.91,41.3,726.32,191.92,89.15,1063.89,800.59,1123.93,1.0
2025-05-02 12:03:20.463854,6406.73499999997,120.0,86.83,106.67,50.0,3.14,1143.8,71.12,400.0,0.4,0.41,0.41,0.05,0.41,2.78,105.13,3600.0,1.0,1.71,36.58,44.01,44.81,35.05,711.68,193.29,87.98,988.37,783.67,1089.68,2.0
2025-05-02 12:03:20.533027,6406.839999999969,120.0,86.25,113.9,64.12,4.74,1189.59,80.0,403.0,0.63,0.53,0.2,0.1,0.56,1.07,60.63,3357.25,1.03,3.14,39.22,45.75,40.86,47.76,766.39,211.86,89.08,995.88,790.73,1271.91,3.0
2025-05-02 12:03:25.496966,6406.874999999969,120.0,87.51,96.27,74.64,5.14,1177.19,45.0,404.0,0.23,0.23,0.58,0.05,0.17,1.72,99.38,3261.55,0.86,0.5,46.99,43.01,43.42,44.58,753.38,204.51,88.69,883.69,766.95,1156.49,1.0
2025-05-02 12:03:25.538443,6406.909999999969,120.0,86.49,120.48,55.3,2.83,1169.97,65.65,405.0,0.41,0.6,0.43,0.45,0.56,2.82,112.01,3395.65,0.97,1.74,40.44,46.65,44.54,45.74,760.75,188.0,88.32,861.99,792.44,1297.13,1.0
2025-05-02 12:03:30.507317,6406.979999999969,120.0,87.58,109.11,69.32,3.8,1155.01,45.0,407.0,0.43,0.4,0.68,0.05,0.43,2.36,53.06,3256.37,0.93,2.04,36.26,45.5,46.71,49.85,695.76,195.71,88.45,922.43,855.67,998.5,2.0
2025-05-02 12:03:30.543476,6407.084999999968,120.0,87.03,104.64,56.31,3.41,1181.9,60.44,410.0,0.82,0.33,0.27,0.05,0.17,1.09,98.26,3254.38,0.98,2.57,42.0,43.15,50.43,47.85,730.44,221.57,87.22,989.46,825.89,1154.39,3.0
2025-05-02 12:03:35.515778,6407.189999999968,120.0,88.61,106.89,73.04,4.9,1149.15,54.24,413.0,0.29,0.41,0.05,0.16,0.46,0.5,101.72,3415.86,0.94,1.93,44.17,38.44,49.49,35.92,716.22,225.85,89.37,1134.72,837.32,1131.1,3.0
2025-05-02 12:03:35.550548,6407.294999999967,120.0,97.82,112.83,51.16,3.67,1191.7,66.59,416.0,0.14,0.74,0.87,0.05,0.19,3.69,135.4,3544.4,0.98,1.34,35.33,38.05,43.76,47.82,744.7,208.23,89.46,834.65,871.53,1206.74,3.0
2025-05-02 12:03:40.524596,6407.364999999967,120.0,85.66,92.45,75.52,5.98,1192.96,80.0,418.0,0.69,0.75,0.18,0.16,0.38,0.6,85.57,3329.04,1.04,2.26,36.52,42.97,44.98,38.4,735.82,217.5,87.61,822.33,807.83,1065.59,2.0
2025-05-02 12:03:40.556164,6407.434999999967,120.0,94.28,111.59,61.73,8.22,1208.11,62.73,420.0,0.5,0.08,0.88,0.58,0.45,1.01,85.63,3373.84,0.98,2.88,38.85,42.32,45.88,50.4,751.89,226.24,87.2,1057.89,870.12,1030.88,2.0
2025-05-02 12:03:45.533959,6407.539999999966,120.0,93.22,87.41,57.65,8.99,1227.6,49.55,423.0,0.42,0.13,0.72,0.23,0.05,2.14,70.46,3422.47,1.04,2.16,38.62,42.03,51.27,50.08,744.87,182.38,84.91,1095.67,751.56,1349.07,3.0
2025-05-02 12:03:45.562077,6407.609999999966,120.0,84.95,105.28,56.47,5.69,1225.0,71.72,425.0,0.4,0.63,0.54,0.05,0.2,0.56,37.28,3242.93,0.86,2.51,43.38,44.53,48.61,51.08,738.54,172.38,84.39,1053.56,840.21,1209.35,2.0
2025-05-02 12:03:50.543324,6407.644999999966,120.0,94.65,105.11,70.91,6.56,1229.46,45.69,426.0,0.89,0.82,0.05,0.35,0.43,1.06,70.95,3180.37,0.95,2.39,39.25,41.72,43.03,44.47,780.3,197.03,88.43,1135.92,755.41,1105.94,1.0
2025-05-02 12:03:50.568313,6407.749999999965,120.0,80.54,113.35,57.29,5.16,1116.41,48.71,429.0,0.05,0.54,0.41,0.12,0.17,2.37,63.11,3449.44,0.97,2.24,45.08,43.48,43.85,52.58,764.37,207.6,87.9,1015.01,821.33,1200.12,3.0
2025-05-02 12:03:55.551665,6407.784999999965,120.0,96.96,105.41,79.54,4.13,1165.34,80.0,430.0,0.5,0.6,0.51,0.07,0.4,4.41,90.05,3379.65,0.97,2.75,36.75,45.16,45.31,35.86,774.95,189.48,87.45,1040.44,882.93,1141.31,1.0
2025-05-02 12:03:55.573520,6407.889999999965,120.0,87.97,109.96,62.76,5.51,1316.68,65.0,433.0,0.36,0.29,0.57,0.39,0.43,2.36,60.19,3449.97,1.0,2.32,40.95,40.76,43.99,41.77,752.1,204.22,87.37,1063.3,757.68,1046.39,3.0
2025-05-02 12:04:00.560772,6407.924999999965,120.0,94.0,109.05,80.19,4.06,1172.04,66.92,434.0,0.47,0.05,0.05,0.28,0.55,0.5,54.38,3376.86,1.01,2.24,39.29,41.48,42.95,49.65,783.64,221.08,92.4,880.43,883.18,1269.76,1.0
2025-05-02 12:04:00.578346,6408.029999999964,120.0,83.86,89.99,67.22,7.73,1229.02,47.06,437.0,0.05,0.19,0.05,0.07,0.28,0.5,30.17,3321.42,1.09,1.78,41.45,40.01,44.72,41.83,707.21,218.81,87.27,941.71,873.52,1068.63,3.0
2025-05-02 12:04:05.568685,6408.064999999964,120.0,85.54,110.55,77.18,8.4,1244.41,53.65,438.0,0.13,0.47,0.26,0.36,0.68,0.82,44.05,3391.82,1.03,1.85,42.06,43.43,44.53,42.79,766.2,209.82,83.91,970.35,848.41,1219.93,1.0
2025-05-02 12:04:05.583346,6408.134999999964,120.0,90.94,102.34,63.67,4.64,1216.06,45.0,440.0,0.64,0.05,0.39,0.24,0.37,0.78,59.69,3358.48,0.91,2.33,40.87,41.69,42.35,48.51,716.48,204.39,89.79,811.21,837.43,1054.62,2.0
2025-05-02 12:04:10.576067,6408.239999999963,120.0,94.97,103.84,63.36,2.22,1240.18,69.51,443.0,0.52,0.23,0.19,0.37,0.05,1.81,49.18,3398.54,0.89,1.43,44.88,44.64,43.81,42.78,763.94,195.12,86.76,866.2,942.83,1074.14,3.0
2025-05-02 12:04:10.589282,6408.344999999963,120.0,92.96,101.98,57.04,4.96,1146.56,76.85,446.0,0.39,0.23,0.14,0.67,0.4,1.12,69.49,3271.68,0.93,2.52,38.95,43.65,43.28,42.38,775.14,205.87,88.32,969.91,695.12,1331.74,3.0
2025-05-02 12:04:15.585732,6408.4499999999625,120.0,81.01,120.46,63.33,8.92,1152.82,63.18,449.0,0.05,0.2,0.57,0.5,0.78,0.5,77.49,3436.7,1.02,1.11,35.75,42.65,49.79,46.53,722.98,180.69,87.88,996.33,789.14,976.01,3.0
2025-05-02 12:04:15.594804,6408.554999999962,120.0,91.33,117.56,67.0,3.52,1112.51,45.0,452.0,0.05,0.54,0.2,0.47,0.51,0.5,43.43,3460.14,1.09,1.91,39.74,43.51,48.43,53.74,751.54,205.97,85.66,1221.98,732.65,1037.5,3.0
2025-05-02 12:04:20.594073,6408.659999999962,120.0,78.23,121.56,53.06,4.09,1270.82,45.0,455.0,0.58,0.15,0.15,0.27,0.67,2.68,83.3,3434.83,0.99,2.07,40.88,45.86,42.96,50.57,735.75,205.47,87.25,964.11,727.78,1065.34,3.0
2025-05-02 12:04:20.599703,6408.729999999961,120.0,89.22,114.49,70.14,4.69,1290.05,53.46,457.0,0.97,0.29,1.11,0.33,0.59,2.28,61.54,3238.85,0.98,1.29,42.8,42.72,43.8,33.03,720.68,184.92,85.67,988.33,1000.0,1080.46,2.0
2025-05-02 12:04:25.603003,6408.799999999961,120.0,90.51,108.85,65.03,4.43,1247.39,71.03,459.0,0.72,0.05,0.53,0.38,0.9,1.47,85.33,3327.05,1.06,2.42,43.18,43.77,46.62,53.42,810.04,205.97,87.47,1117.51,787.76,1249.05,2.0
2025-05-02 12:04:25.608381,6408.869999999961,120.0,80.72,109.38,67.82,6.32,1225.29,66.87,461.0,0.05,0.68,0.3,0.15,0.05,0.5,30.0,3355.38,0.96,2.03,42.33,44.5,44.88,39.33,728.43,175.48,85.38,1029.24,753.66,1139.86,2.0
2025-05-02 12:04:30.610878,6408.97499999996,120.0,99.08,98.98,59.64,8.77,1179.04,50.0,464.0,0.05,0.75,0.51,0.41,0.42,1.99,74.79,3356.39,0.94,2.33,36.4,39.13,45.04,42.11,771.96,200.26,88.54,1095.7,819.47,1041.28,3.0
2025-05-02 12:04:30.617120,6409.07999999996,120.0,88.59,103.82,81.9,5.45,1233.63,66.51,467.0,0.32,0.28,0.28,0.1,0.05,0.83,66.02,3349.57,1.07,1.73,37.23,44.85,46.68,55.39,680.0,184.72,90.92,1007.92,957.42,1217.7,3.0
2025-05-02 12:04:35.620135,6409.14999999996,120.0,85.69,106.64,65.16,8.74,1145.11,45.0,469.0,0.07,0.72,0.34,0.1,0.3,1.07,78.88,3282.16,0.87,1.63,39.99,40.86,46.01,43.84,748.13,214.92,87.56,1188.61,889.67,1258.73,2.0
2025-05-02 12:04:35.626786,6409.1849999999595,120.0,90.05,91.16,65.98,12.0,1264.16,64.87,470.0,0.43,0.34,0.06,0.14,0.05,0.85,120.06,3247.13,1.0,2.12,42.33,46.24,43.97,45.66,732.53,219.11,87.53,889.87,784.89,1188.52,1.0
2025-05-02 12:04:40.630260,6409.289999999959,120.0,90.93,103.33,69.63,4.76,1176.08,67.88,473.0,0.07,1.04,0.21,0.2,0.48,2.07,60.39,3346.51,0.95,2.35,34.32,46.11,44.99,48.21,788.54,177.19,85.18,898.49,900.77,1369.49,3.0
2025-05-02 12:04:40.635005,6409.324999999959,120.0,99.09,115.76,50.0,7.38,1270.43,70.48,474.0,1.08,0.33,0.63,0.11,0.2,1.71,79.23,3296.14,1.1,1.61,39.76,43.03,46.5,50.94,756.87,200.22,88.38,895.2,871.28,1273.28,1.0
2025-05-02 12:04:45.637937,6409.394999999959,120.0,87.7,90.64,64.79,2.18,1250.93,67.28,476.0,0.88,0.05,0.05,0.53,0.32,0.5,52.16,3496.22,1.03,1.38,42.0,38.75,46.21,37.07,730.75,180.45,84.33,1006.93,818.32,1161.66,2.0
2025-05-02 12:04:45.642600,6409.499999999958,120.0,87.08,106.95,59.94,1.0,1205.8,59.37,479.0,0.13,0.45,0.38,0.35,0.64,2.54,33.5,3122.18,1.08,1.45,37.18,38.35,43.98,37.53,734.92,182.93,90.36,1117.5,804.15,1096.08,3.0
2025-05-02 12:04:50.645630,6409.534999999958,120.0,85.27,115.56,59.05,7.34,1179.16,46.94,480.0,0.77,0.68,0.74,0.39,0.29,1.8,50.43,3304.96,0.9,2.13,44.17,48.64,43.2,39.67,746.08,194.73,90.95,877.22,903.33,1090.69,1.0
2025-05-02 12:04:50.650382,6409.639999999958,120.0,93.39,113.1,70.19,5.72,1316.25,45.0,483.0,1.43,0.05,0.48,0.41,0.12,0.5,62.98,3395.02,0.99,2.45,43.07,39.27,50.67,48.84,761.25,193.1,93.74,867.29,759.14,1021.13,3.0
2025-05-02 12:04:55.650538,6409.674999999957,120.0,93.2,105.9,65.34,5.11,1149.3,53.79,484.0,1.25,0.29,0.92,0.57,0.05,2.23,59.95,3582.88,0.95,1.89,40.32,38.4,42.33,47.56,745.23,203.53,92.44,984.32,853.55,1168.75,1.0
2025-05-02 12:04:55.654750,6409.744999999957,120.0,94.47,85.63,59.98,3.72,1147.89,54.19,486.0,0.05,0.65,0.34,0.49,0.21,1.8,55.18,3242.85,1.11,2.68,34.62,41.72,40.77,46.78,755.02,215.13,88.44,857.57,891.42,964.94,2.0
2025-05-02 12:05:00.660697,6409.849999999957,120.0,90.19,120.32,71.67,3.44,1236.9,67.66,489.0,1.23,0.05,0.67,0.21,0.58,0.5,45.88,3282.96,1.03,2.49,41.03,41.61,44.18,42.49,756.04,213.46,88.18,1084.74,701.47,1113.62,3.0
2025-05-02 12:05:00.669262,6409.884999999957,120.0,86.27,107.55,66.05,3.63,1190.35,54.41,490.0,0.31,0.42,0.48,0.31,0.14,2.27,62.38,3233.38,1.05,2.43,45.14,48.01,42.25,47.97,709.33,198.63,87.02,982.48,800.31,1046.68,1.0
2025-05-02 12:05:05.668394,6409.989999999956,120.0,94.22,98.14,56.92,6.57,1225.74,48.4,493.0,0.78,0.75,0.1,0.29,0.12,2.94,69.19,3332.5,1.03,2.14,36.66,42.98,41.0,46.51,730.68,185.15,87.37,1127.83,900.59,1233.4,3.0
2025-05-02 12:05:05.674064,6410.024999999956,120.0,78.93,115.15,66.71,4.03,1198.16,52.46,494.0,0.05,0.5,0.12,0.81,0.09,0.5,87.55,3479.95,1.02,2.36,39.7,42.59,41.3,40.21,790.61,210.25,85.69,948.5,922.95,1189.3,1.0
2025-05-02 12:05:10.701029,6410.1299999999555,120.0,92.58,101.49,76.29,7.83,1118.91,64.25,497.0,0.28,0.37,0.41,0.25,0.14,0.5,49.11,3296.86,1.08,2.86,37.97,39.05,49.22,52.03,800.76,168.86,88.37,873.25,782.73,974.83,3.0
2025-05-02 12:05:10.713380,6410.199999999955,120.0,81.49,115.66,58.51,3.85,1215.82,45.0,499.0,0.22,0.05,0.37,0.14,0.4,3.24,117.64,3353.73,1.01,1.52,39.11,44.48,45.23,44.57,731.17,209.99,91.65,1017.61,908.97,1184.1,2.0
2025-05-02 12:05:15.711834,6410.269999999955,120.0,94.24,98.99,73.46,8.28,1210.36,62.48,501.0,0.52,0.05,0.28,0.84,0.19,3.06,52.35,3354.51,0.99,2.15,39.16,46.41,41.89,41.45,787.05,210.95,86.48,950.72,894.87,1270.47,2.0
2025-05-02 12:05:15.718616,6410.3749999999545,120.0,93.42,113.11,50.0,6.16,1162.2,66.55,504.0,0.38,0.67,0.26,0.14,1.0,3.45,58.63,3278.25,1.12,2.27,37.31,42.27,40.34,44.91,755.63,219.77,91.18,1047.71,958.54,1118.87,3.0
2025-05-02 12:05:20.721823,6410.479999999954,120.0,91.07,98.58,85.0,5.63,1220.89,45.0,507.0,1.27,0.46,0.05,0.15,0.52,1.09,98.47,3373.12,0.99,3.04,38.6,43.99,47.97,35.63,768.37,150.07,90.14,897.12,923.5,1107.66,3.0
2025-05-02 12:05:20.726971,6410.584999999954,120.0,87.31,93.71,51.34,8.81,1138.99,74.52,510.0,0.82,0.47,0.9,0.19,0.55,1.59,85.42,3340.46,0.96,1.63,35.81,39.12,45.39,50.87,721.81,200.82,88.33,1094.9,921.45,985.91,3.0
2025-05-02 12:05:25.731188,6410.6199999999535,120.0,86.05,121.3,64.11,5.89,1160.77,52.36,511.0,0.05,0.25,0.2,0.3,0.7,2.19,61.73,3408.44,0.99,1.09,38.25,43.81,43.15,40.79,766.0,211.11,87.08,1035.52,835.39,1271.22,1.0
2025-05-02 12:05:25.740890,6410.654999999953,120.0,89.41,101.69,60.28,1.96,1305.73,45.0,512.0,0.8,0.17,0.05,0.3,0.05,0.85,72.13,3271.69,0.88,1.9,43.42,43.45,46.92,38.9,768.2,197.12,89.24,1030.44,844.31,1244.03,1.0
2025-05-02 12:05:30.740861,6410.759999999953,120.0,89.38,99.32,54.93,3.6,1246.31,58.22,515.0,0.54,0.47,0.05,0.28,0.24,2.86,95.33,3530.19,0.93,2.41,43.16,44.78,49.73,40.32,752.3,206.64,87.25,1114.59,683.45,1223.1,3.0
2025-05-02 12:05:30.746651,6410.829999999953,120.0,86.1,96.88,69.97,3.16,1250.4,45.0,517.0,0.95,0.43,0.68,0.15,0.09,1.64,58.52,3536.58,1.05,1.53,43.36,46.2,46.12,37.98,731.24,216.51,87.02,1093.0,913.37,1135.9,2.0
2025-05-02 12:05:35.750966,6410.934999999952,120.0,83.35,97.49,85.0,2.89,1188.33,45.0,520.0,1.23,0.39,0.46,0.29,0.12,3.5,70.63,3329.61,1.02,1.87,40.0,42.75,42.86,49.38,739.08,184.44,88.29,989.07,790.21,1091.86,3.0
2025-05-02 12:05:35.761277,6411.004999999952,120.0,82.04,97.92,70.33,4.72,1203.1,56.0,522.0,0.05,0.76,0.34,0.3,0.05,2.37,53.07,3306.09,1.06,2.02,39.61,42.63,45.54,57.48,712.7,201.5,86.48,1086.55,930.89,1048.58,2.0
2025-05-02 12:05:40.759803,6411.039999999952,120.0,90.75,104.6,85.0,6.77,1131.36,52.38,523.0,0.05,0.85,0.07,0.43,0.6,3.38,93.3,3226.38,1.01,1.04,40.15,35.0,42.56,50.4,779.0,179.38,89.48,896.0,798.93,1028.79,1.0
2025-05-02 12:05:40.766542,6411.144999999951,120.0,86.58,97.09,58.82,8.73,1252.98,58.17,526.0,0.05,0.05,0.33,0.06,0.92,2.89,74.72,3332.12,1.0,1.85,43.25,37.04,49.99,44.39,731.39,191.78,89.25,800.0,757.11,1049.68,3.0
2025-05-02 12:05:45.768679,6411.179999999951,120.0,80.22,97.72,50.0,4.33,1192.04,58.25,527.0,0.49,0.35,0.24,0.05,0.32,3.17,93.0,3439.94,0.93,1.06,38.48,49.68,44.92,39.42,807.25,212.71,86.24,1191.3,841.92,1181.03,1.0
2025-05-02 12:05:45.775547,6411.214999999951,120.0,95.63,87.36,79.15,4.75,1144.76,59.82,528.0,0.71,0.2,0.05,0.31,0.27,1.63,53.82,3425.82,1.06,2.2,45.44,42.63,44.47,41.31,739.45,218.09,86.14,1022.1,835.1,1224.24,1.0
2025-05-02 12:05:50.779358,6411.249999999951,120.0,89.25,123.42,61.28,8.72,1201.39,77.82,529.0,0.94,0.09,0.75,0.36,0.61,1.28,102.93,3519.83,0.98,3.01,39.44,42.29,41.86,44.82,731.23,181.7,89.36,800.0,777.6,1046.25,1.0
2025-05-02 12:05:50.785637,6411.35499999995,120.0,90.88,112.03,58.84,5.91,1172.42,75.69,532.0,0.05,0.05,0.26,0.19,0.16,1.73,142.1,3345.44,0.91,1.28,40.5,42.61,39.35,49.49,739.97,190.25,86.91,961.31,717.43,1205.2,3.0
2025-05-02 12:05:55.789780,6411.38999999995,120.0,87.14,103.99,58.51,5.8,1243.72,73.03,533.0,0.12,0.17,0.48,0.24,0.12,2.13,92.87,3287.9,1.07,1.16,45.73,44.55,44.81,41.74,752.65,194.91,89.22,1180.39,780.22,1185.99,1.0
2025-05-02 12:05:55.794342,6411.42499999995,120.0,94.36,92.64,54.29,4.98,1228.67,77.87,534.0,0.95,0.05,0.45,0.29,0.57,1.08,54.31,3362.43,0.95,1.96,41.28,40.18,41.05,48.09,721.06,196.72,88.49,855.28,850.57,1335.23,1.0
2025-05-02 12:06:00.824325,6411.52999999995,120.0,88.79,96.44,60.18,2.23,1219.31,58.56,537.0,0.05,0.72,0.26,0.13,0.13,2.24,61.33,3282.02,1.05,1.19,48.36,45.21,40.06,41.12,742.59,236.25,86.76,991.69,736.38,1203.18,3.0
2025-05-02 12:06:00.834372,6411.56499999995,120.0,74.59,109.63,70.16,4.65,1179.76,59.48,538.0,0.69,0.79,0.47,0.35,0.05,3.81,63.85,3345.91,0.98,2.66,42.28,44.57,44.14,53.39,758.7,194.02,85.17,1155.87,811.85,1077.87,1.0
2025-05-02 12:06:05.832343,6411.599999999949,120.0,95.07,110.7,53.85,7.5,1202.42,73.44,539.0,0.87,1.12,0.18,0.22,0.1,2.35,119.82,3346.9,1.03,1.55,39.58,44.18,48.66,48.22,758.87,195.31,89.05,1063.03,931.17,1118.49,1.0
2025-05-02 12:06:05.839393,6411.669999999949,120.0,85.92,103.94,67.77,7.44,1162.29,50.29,541.0,0.06,0.08,0.29,0.08,0.05,3.69,78.63,3288.68,1.0,2.4,35.0,43.08,38.61,40.21,783.96,199.65,91.7,1037.61,823.97,1069.76,2.0
2025-05-02 12:06:10.841615,6411.704999999949,120.0,89.37,116.01,50.17,8.88,1308.33,64.67,542.0,0.63,0.1,0.31,0.48,0.33,0.8,73.22,3292.17,1.11,1.79,39.99,41.37,42.16,47.85,792.14,199.41,89.65,892.15,797.55,1277.51,1.0
2025-05-02 12:06:10.847966,6411.774999999949,120.0,82.11,110.05,85.0,7.09,1195.94,45.0,544.0,0.16,0.13,0.49,0.57,0.18,1.37,37.34,3317.71,0.95,1.78,39.77,41.93,48.2,47.68,738.92,159.54,89.27,912.39,851.06,1057.31,2.0
2025-05-02 12:06:15.850311,6411.844999999948,120.0,90.62,102.59,67.96,6.14,1231.37,45.0,546.0,0.05,0.59,0.07,0.25,0.41,0.71,85.0,3542.72,1.05,2.02,40.76,45.61,46.62,49.57,732.69,194.16,88.19,992.94,889.54,1276.14,2.0
2025-05-02 12:06:15.859286,6411.949999999948,120.0,83.76,103.6,64.71,6.99,1148.06,45.0,549.0,0.53,0.33,0.06,0.32,0.28,3.68,86.13,3404.54,1.08,2.27,39.36,43.89,42.49,46.65,746.55,185.45,87.0,1119.33,895.41,1081.27,3.0
2025-05-02 12:06:20.859855,6412.019999999948,120.0,90.38,122.93,66.76,5.94,1143.41,61.57,551.0,0.86,0.7,0.91,0.29,0.46,0.73,50.13,3183.44,1.0,1.34,37.84,41.46,45.84,43.09,770.82,203.46,88.35,881.5,860.76,1085.47,2.0
2025-05-02 12:06:20.865838,6412.0549999999475,120.0,86.48,108.49,67.44,1.5,1072.44,80.0,552.0,0.37,0.17,0.25,0.07,0.18,2.86,74.85,3361.18,0.97,1.14,38.73,45.09,45.2,42.83,726.32,197.22,88.57,1029.47,869.87,1135.98,1.0
2025-05-02 12:06:25.869297,6412.159999999947,120.0,90.21,102.07,55.53,10.31,1090.01,58.9,555.0,0.38,0.85,1.1,0.05,0.26,2.29,79.84,3378.04,1.07,1.92,36.16,46.14,49.91,52.01,757.22,179.93,88.32,1013.69,833.69,1160.41,3.0
2025-05-02 12:06:25.875155,6412.264999999947,120.0,86.11,113.59,55.48,5.91,1132.08,45.0,558.0,0.47,0.05,0.05,0.12,0.06,1.97,62.83,3337.14,1.01,1.89,42.48,44.36,42.54,47.64,726.74,191.14,85.77,878.26,874.57,1192.47,3.0
2025-05-02 12:06:30.879180,6412.2999999999465,120.0,82.6,98.64,60.46,3.87,1137.01,67.61,559.0,0.21,0.8,0.44,0.28,0.05,0.63,59.2,3181.74,0.95,2.37,40.42,39.87,47.13,40.77,779.12,197.25,89.12,951.42,748.46,1305.84,1.0
2025-05-02 12:06:30.888802,6412.334999999946,120.0,94.97,115.87,77.01,10.95,1222.33,51.9,560.0,0.05,0.05,0.93,0.05,0.37,1.52,69.05,3331.71,1.02,2.93,36.49,40.51,44.84,46.27,711.18,204.31,86.57,945.28,785.39,1301.4,1.0
2025-05-02 12:06:35.888330,6412.404999999946,120.0,92.61,110.18,75.21,7.27,1199.31,46.05,562.0,0.05,0.43,0.56,0.05,0.05,4.02,62.33,3344.58,1.05,2.59,44.21,44.17,50.24,41.31,795.55,184.41,84.57,896.47,792.99,1109.76,2.0
2025-05-02 12:06:35.894548,6412.509999999946,120.0,89.37,116.14,57.79,5.06,1183.04,76.87,565.0,0.65,0.3,0.98,0.25,0.69,3.58,72.35,3509.58,0.86,1.15,38.96,44.7,39.52,43.15,685.06,177.06,88.46,1226.19,968.43,1208.4,3.0
2025-05-02 12:06:40.896951,6412.579999999945,120.0,95.65,85.77,71.52,5.8,1222.33,65.68,567.0,0.77,0.06,0.05,0.18,0.29,1.61,74.78,3468.21,0.85,2.8,38.44,44.31,45.64,45.14,762.66,207.67,87.89,1084.13,790.11,1059.11,2.0
